energy,intensity,InitialState,FinalState,alpha,Hf,gamma
2555.10,0.0,3164.400_214PO,609.316_214PO,0,0.000,1
2562.00,0.0002,2562.400_214PO,0.000_214PO,0,0.000,1
2564.00,0.0001,3173.300_214PO,609.316_214PO,0,0.000,1
2574.20,0.0005,3183.650_214PO,609.316_214PO,0,0.000,1
2604.50,0.0004,2604.680_214PO,0.000_214PO,0,0.000,1
2630.90,0.0009,2630.860_214PO,0.000_214PO,0,0.000,1
2662.30,0.0002,2662.310_214PO,0.000_214PO,0,0.000,1
2694.66,0.0303,2694.620_214PO,0.000_214PO,0,0.000,1
2699.26,0.0028,2698.760_214PO,0.000_214PO,0,0.000,1
2719.33,0.0017,2719.270_214PO,0.000_214PO,0,0.000,1
2769.93,0.0246,2769.940_214PO,0.000_214PO,0,0.000,1
2785.95,0.0056,2785.960_214PO,0.000_214PO,0,0.000,1
2826.97,0.0023,2826.980_214PO,0.000_214PO,0,0.000,1
2861.00,0.0004,2860.890_214PO,0.000_214PO,0,0.000,1
2880.35,0.0101,2880.360_214PO,0.000_214PO,0,0.000,1
2893.53,0.0058,2893.580_214PO,0.000_214PO,0,0.000,1
2921.98,0.0137,2921.900_214PO,0.000_214PO,0,0.000,1
2928.54,0.0011,2928.560_214PO,0.000_214PO,0,0.000,1
2934.57,0.0005,2934.540_214PO,0.000_214PO,0,0.000,1
2940.00,0.0,2940.670_214PO,0.000_214PO,0,0.000,1
2978.93,0.014,2978.930_214PO,0.000_214PO,0,0.000,1
2999.97,0.0088,3000.000_214PO,0.000_214PO,0,0.000,1
3053.93,0.0211,3053.930_214PO,0.000_214PO,0,0.000,1
3081.77,0.005,3081.800_214PO,0.000_214PO,0,0.000,1
3094.00,0.0004,3094.010_214PO,0.000_214PO,0,0.000,1
3142.56,0.0012,3142.580_214PO,0.000_214PO,0,0.000,1
3149.00,0.0001,3149.200_214PO,0.000_214PO,0,0.000,1
3160.50,0.0005,3160.300_214PO,0.000_214PO,0,0.000,1
3183.63,0.0013,3183.650_214PO,0.000_214PO,0,0.000,1
3275.00,19.1,0.000_214BI,0.000_214PO,0,1194.0,0
4160.00,0.00027,0.000_226RA,635.470_222RN,0,50464000000.0,0
4191.00,0.001,0.000_226RA,600.660_222RN,0,50464000000.0,0
4340.00,0.0065,0.000_226RA,448.370_222RN,0,50464000000.0,0
4516.58,0.00104,0.000_210PO,803.049_206PB,0,11955686.4,0
4601.00,6.16,0.000_226RA,186.211_222RN,0,50464000000.0,0
4784.34,93.84,0.000_226RA,0.000_222RN,0,50464000000.0,0
4826.00,0.0005,0.000_222RN,676.000_218PO,0,330238.08,0
4986.00,0.078,0.000_222RN,513.000_218PO,0,330238.08,0
5181.00,0.0011,0.000_218PO,836.000_214PB,0,185.88,0
5304.33,100.0,0.000_210PO,0.000_206PB,0,11955686.4,0
5489.48,99.92,0.000_222RN,0.000_218PO,0,330238.08,0
6002.35,99.9989,0.000_218PO,0.000_214PB,0,185.88,0
6609.80,6e-05,0.000_214PO,1097.700_210PB,0,0.0001636,0
6902.20,0.0104,0.000_214PO,799.700_210PB,0,0.0001636,0
7686.82,99.9895,0.000_214PO,0.000_210PB,0,0.0001636,0
